Device,video_name,frame_number,video_type,scene,std,prnu_std,correct,true_l,predicted_l
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,0_,_outdoor_,panrot,43.974701874063605,0.54001707,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorWA_still_0002_,7_,_indoorWA_,still,11.202943657630774,0.22598311,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,12_,_outdoor_,panrot,25.44144300088549,1.2429912,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,3_,_indoorYT_,still,7.033832732677227,0.31188837,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,6_,_flatWA_,panrot,8.57835163968086,0.19859494,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,4_,_indoorYT_,move,5.352793968902243,0.20526893,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorWA_still_0002_,8_,_indoorWA_,still,11.260099178611048,0.2112854,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,7_,_flatYT_,move,13.703165522565243,0.3383672,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,5_,_indoorYT_,move,23.572337197735695,0.6665032,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,14_,_indoor_,move,35.96298258615843,0.30946493,0,2,8
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,1_,_flat_,move,14.00645796185091,0.27190322,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,6_,_indoor_,still,11.01127717080478,0.51915216,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,12_,_flatYT_,move,13.149254887363451,0.22436614,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,3_,_flat_,move,11.743191094300196,0.25857118,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorWA_move_0002_,12_,_indoorWA_,move,41.20233867734928,1.3966299,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,2_,_flat_,move,11.8377699061989,0.27729544,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,14_,_indoor_,still,47.0992473883229,0.540167,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,14_,_indoorYT_,move,50.74615446729782,1.355842,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,9_,_outdoor_,panrot,23.870804907223896,0.17948414,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,4_,_flat_,move,13.348764900619264,0.2803701,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,13_,_flatYT_,panrot,5.255157538509726,0.29081511,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,6_,_outdoor_,panrot,14.868054386772117,1.9015714,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,5_,_indoor_,move,52.82009291775624,1.1854163,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,8_,_flatYT_,move,12.885880594769816,0.30715185,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,10_,_outdoor_,panrot,15.52866082352275,1.4877546,0,2,4
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,6_,_flatWA_,panrot,7.700260966834175,0.21033134,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,8_,_outdoor_,panrot,39.349710511714925,0.7643448,0,2,8
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,9_,_indoor_,move,44.39020913681609,1.9010016,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,1_,_flatYT_,move,10.944230604991903,0.26268148,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,2_,_indoorYT_,move,30.459095770289146,1.1005954,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,3_,_flatWA_,panrot,9.083437987709527,0.20960619,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,6_,_flat_,move,11.451522138403611,0.25642872,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,7_,_flatYT_,move,14.217201097310966,0.27866685,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,14_,_flatWA_,panrot,9.613771370216304,0.16989191,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,3_,_outdoor_,panrot,15.276280006433534,2.5515552,0,2,0
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,1_,_indoor_,move,38.41306263593329,1.2479941,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,8_,_flat_,move,13.993295431498431,0.31052908,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,14_,_indoor_,still,7.0164463362000395,0.39641398,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,14_,_flatYT_,panrot,7.190277701721954,0.32123017,0,2,1
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,9_,_indoorYT_,still,45.34276526102099,0.42414656,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,10_,_indoorYT_,move,44.77047342992106,1.3003827,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,8_,_indoor_,still,44.82177925624008,0.6717811,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,13_,_flat_,move,11.387164337399645,0.28970832,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,10_,_indoor_,move,3.940159754572146,0.42961287,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,13_,_indoorYT_,move,25.282850250614537,0.88375795,0,2,8
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,9_,_flatYT_,move,12.056509195081702,0.25134307,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,2_,_flatYT_,move,14.00140969808506,0.2798243,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,7_,_indoorYT_,still,41.61756557460118,0.41927508,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,5_,_indoorYT_,still,11.709630400658241,0.26693192,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,11_,_indoor_,move,35.69013196219719,1.171369,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,4_,_flatYT_,panrot,6.966431327477747,0.2525457,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,6_,_indoorYT_,move,37.69249909172737,0.63467795,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,8_,_flat_,panrot,7.671197623047653,0.3315006,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,6_,_indoorYT_,move,41.89018276779081,0.89101624,0,2,6
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,13_,_indoorYT_,move,34.245333462624636,1.1291425,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,12_,_indoorYT_,move,40.76210882037518,1.2883078,0,2,0
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,7_,_outdoor_,panrot,29.980644679179797,0.1751616,0,2,3
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,5_,_flatYT_,panrot,7.460142510657664,0.5567809,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,14_,_indoor_,still,47.81779561976444,0.5246787,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,13_,_outdoor_,panrot,46.953915240572464,1.322736,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,2_,_outdoor_,panrot,20.81638158961718,0.19381276,0,2,3
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,11_,_indoor_,move,31.824677435985663,1.0131686,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,14_,_flat_,panrot,4.932997002063064,0.28653625,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,10_,_flat_,panrot,7.45574223451383,0.3139055,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,3_,_flat_,move,12.862422382708731,0.28148043,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,8_,_flatYT_,panrot,6.757594033019343,0.31565523,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,11_,_outdoor_,panrot,27.244431499514853,0.37586161,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,0_,_flatYT_,panrot,9.052520885485539,0.2885496,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,8_,_indoor_,move,48.609651930471756,1.1796045,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,5_,_flatYT_,move,10.059113126985205,0.2423386,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,11_,_indoor_,still,9.580681120007279,0.45475337,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,8_,_outdoor_,panrot,21.69981493363129,0.89634234,0,2,9
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,5_,_indoor_,still,11.715028846154427,0.30923247,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,6_,_indoorYT_,move,46.815998284408394,1.4525298,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,6_,_indoor_,move,13.261999018717479,0.30953556,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,14_,_outdoor_,panrot,30.781171603507747,1.9958329,0,2,3
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,8_,_outdoor_,panrot,22.556922293819337,1.2451043,0,2,6
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,2_,_flat_,panrot,7.120959903949294,0.27208504,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,7_,_indoor_,move,14.510203633552564,0.39813632,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,9_,_flatYT_,panrot,6.493356793456334,0.30003208,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,8_,_outdoor_,panrot,29.604868846237007,0.8198675,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,6_,_flatYT_,move,16.360926916709722,0.34126526,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,13_,_flat_,move,11.897309899603238,0.24391602,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,9_,_indoor_,move,6.6241968370821445,0.31513283,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,4_,_flat_,panrot,7.5072157374868835,0.28092963,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,6_,_flatYT_,panrot,8.121935913217238,0.32676765,0,2,1
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,2_,_indoorYT_,move,30.119702671877292,0.72825474,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,4_,_indoor_,still,11.831965224110272,0.42048857,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,4_,_flatYT_,panrot,6.945089435916789,0.25761402,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,5_,_indoor_,move,1.5635738497409548,0.22270414,0,2,3
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,14_,_flat_,panrot,5.300904953968004,0.2982512,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,14_,_flat_,panrot,6.993416867670935,0.30743292,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,10_,_outdoor_,panrot,4.3101763515861435,0.8488392,0,2,3
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,5_,_flatYT_,move,11.228088867936139,0.26770973,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoorWA_panrot_0002_,4_,_outdoorWA_,panrot,12.833978046389939,0.1608712,0,2,6
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,11_,_indoor_,still,5.125253488852776,0.2569792,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,7_,_flat_,panrot,6.134508256743666,0.28386286,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,5_,_flatYT_,move,10.150994369970128,0.2629382,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,10_,_flatYT_,move,12.357919335177144,0.39926547,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,9_,_indoorYT_,move,54.244013958255735,0.83686996,0,2,6
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,12_,_indoor_,move,33.308183947295056,0.925908,0,2,6
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoorWA_panrot_0002_,6_,_outdoorWA_,panrot,34.75651715811293,1.2555771,0,2,8
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,9_,_indoor_,move,46.2467765130416,1.8158841,0,2,6
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,2_,_indoor_,move,55.91512169482541,1.5640976,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,2_,_indoorYT_,still,5.902492851894748,0.47251078,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,6_,_indoor_,still,8.520088423518436,0.3079594,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,14_,_indoor_,still,8.736013037448194,1.0381088,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,5_,_flat_,move,16.24267282515719,0.32265502,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,8_,_indoor_,still,7.1866559236735705,0.32032973,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,3_,_flat_,move,11.5109902436051,0.2613697,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,10_,_indoor_,still,12.229532089042397,0.4335548,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,4_,_indoorYT_,move,4.707777502333097,0.05921521,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,11_,_outdoor_,panrot,27.54111966357835,0.21726815,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,3_,_flat_,panrot,7.591819608715545,0.29864472,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorWA_move_0002_,14_,_indoorWA_,move,45.188621735415595,1.2430191,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,14_,_flatYT_,panrot,5.41122969372919,0.28929326,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,9_,_flatYT_,move,11.027548242948244,0.26478362,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,12_,_indoorYT_,still,44.775250518253294,0.47522852,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,5_,_flat_,move,15.07517567932909,0.3059714,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,2_,_flatYT_,panrot,7.390114332661649,0.3389933,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,12_,_outdoor_,panrot,4.799006910266614,0.95698035,0,2,3
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,1_,_flat_,move,15.237842570558621,0.27204615,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,14_,_flat_,move,13.63291172597505,0.26545486,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,1_,_flat_,panrot,6.612633146692417,0.28004664,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,4_,_indoorYT_,move,3.888668906468684,0.1255775,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,12_,_indoorYT_,still,9.008252004382149,0.30473635,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorWA_move_0002_,13_,_indoorWA_,move,49.33407302397609,2.1461082,0,2,6
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,12_,_outdoor_,panrot,15.871148267610033,1.2489868,0,2,3
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,2_,_flatYT_,panrot,5.565097823672681,0.2714135,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,5_,_flat_,move,14.983068685024637,0.34080815,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,1_,_indoorYT_,move,15.297897756659465,0.21452293,0,2,0
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,1_,_indoor_,still,6.815752057384404,0.3097487,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,4_,_flat_,panrot,7.740606751571456,0.27404985,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,2_,_flat_,move,13.508074592957865,0.30956408,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,1_,_flatWA_,panrot,7.619482632303551,0.12779401,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,12_,_flatYT_,panrot,6.726991055205074,0.32294577,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,13_,_flat_,panrot,6.5747679217963,0.24914064,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,7_,_flatYT_,move,12.023111602878217,0.26809227,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,2_,_indoor_,move,42.313384135908926,2.1141438,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,6_,_indoorYT_,move,48.36392420476574,0.89355177,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,2_,_flatYT_,panrot,7.408336953628506,0.29596063,0,2,1
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,3_,_flat_,move,14.502862795161201,0.30837953,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,12_,_indoor_,move,34.285436954796474,0.8854629,0,2,6
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,7_,_indoorYT_,move,34.3506636570956,0.34271416,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_panrot_0001_,4_,_flatWA_,panrot,7.565180348063609,0.22992477,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,7_,_flatYT_,panrot,6.358151460789106,0.28568697,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,9_,_outdoor_,panrot,22.475477475736515,0.18800758,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,0_,_indoor_,move,42.971318367617826,1.3031125,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,2_,_indoor_,still,6.506810202571456,0.24306095,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,2_,_indoorYT_,move,40.57579290389264,1.2017736,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,8_,_indoorYT_,still,11.342048166776223,0.3799415,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,8_,_flatYT_,panrot,7.163515114634493,0.2635889,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,10_,_flatYT_,move,15.532677463485197,0.42227122,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,8_,_outdoor_,panrot,7.437677459665542,0.3753831,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,6_,_indoor_,move,39.73573592838369,1.0788925,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorWA_still_0002_,14_,_indoorWA_,still,11.19643835911024,0.21395475,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,10_,_indoorYT_,move,44.108573496325256,1.0293698,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,5_,_indoorYT_,still,6.98490040331579,0.3507233,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,1_,_indoor_,still,14.13100269698678,0.5437837,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,11_,_indoorYT_,still,46.40434763152268,0.42207995,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,4_,_flatYT_,move,11.916774497789186,0.27985397,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,11_,_indoorYT_,still,6.999521328060877,0.32087228,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatWA_move_0002_,10_,_flatWA_,move,13.250118292511912,0.16736673,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,6_,_flat_,move,11.105703165272287,0.27232397,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,5_,_indoor_,still,11.86513101268482,0.48854443,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,14_,_flatYT_,move,11.89858934425316,0.24658936,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,14_,_flat_,panrot,6.242222333450693,0.2776689,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,6_,_flatYT_,move,15.201541302582292,0.3521485,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,3_,_indoorYT_,still,8.034676107359155,0.32126847,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,2_,_outdoor_,panrot,21.060129108145663,0.21352226,0,2,4
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_panrot_0001_,11_,_flatYT_,panrot,7.5223258016796475,0.21833341,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,13_,_indoorYT_,move,26.914761368072412,1.2856125,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,10_,_indoor_,still,11.594132847200685,0.3960302,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,8_,_outdoor_,panrot,18.408365976156865,0.7319384,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,5_,_indoorYT_,move,13.357482982017329,0.42396277,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_still_0002_,9_,_indoorYT_,still,6.250927181876895,0.20619796,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,1_,_flat_,panrot,7.752191598779795,0.29061913,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,13_,_flatYT_,move,12.993601318492118,0.2608548,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_move_0002_,12_,_flat_,move,13.111963916186948,0.2519727,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,7_,_indoor_,move,36.89478948903957,0.9036576,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flatYT_move_0002_,3_,_flatYT_,move,14.601570028191196,0.49616322,0,2,7
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_still_0002_,12_,_indoor_,still,6.912405084662919,0.33853868,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorWA_move_0002_,6_,_indoorWA_,move,41.85501232312221,1.2572001,0,2,3
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorYT_move_0002_,1_,_indoorYT_,move,14.71225454443797,0.21589139,0,2,0
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,3_,_outdoor_,panrot,17.367044474242135,2.7991054,0,2,9
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_outdoor_panrot_0002_,11_,_outdoor_,panrot,26.673647644909877,0.19754256,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_flat_panrot_0001_,3_,_flat_,panrot,7.456292601234795,0.28353158,1,2,2
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoor_move_0002_,3_,_indoor_,move,14.465385533773533,1.1467344,0,2,5
D03_Apple_iPhone5c,D03_Apple_iPhone5c_V_indoorWA_move_0002_,4_,_indoorWA_,move,61.33122038311469,2.4693234,0,2,6
